CzeV;ID (UCAC4);VSX ID;RA [h m s];DE [ø ' ''];Const;Type;V [mag];J [mag];J-K [mag];Amp [mag];Passband;M0 [JD];P [d];Discoverer;Year;Online information
613;UCAC4 604-025538;;05 50 53.996;+30 41 08.91;Aur;EA;;15.128;0.545;0.4;C;;;PC;2014;http://var2.astro.cz/czev.php?id=613
614;UCAC4 683-058141;HKV18;15 36 17.001;+46 29 32.13;Boo;EB;12.94;11.566;0.442;0.18;Rc;2456746.4474;0.402291;ML;2013;http://var2.astro.cz/czev.php?id=614
615;UCAC4 494-063376;CzeV615;15 53 23.648;+08 47 22.22;Ser;EA;9.99;9.174;0.189;0.113;V;2453144.9028;1.48698;JL;2014;http://var2.astro.cz/czev.php?id=615
616;UCAC4 642-097642;CzeV616;20 52 30.900;+38 16 27.14;Cyg;DSCT;11.08;10.165;0.227;0.19;C;2454280.535;0.126475;BH;2014;http://var2.astro.cz/czev.php?id=616
617;UCAC4 458-100680;;19 28 46.130;+01 30 07.01;Aql;;;12.38;0.471;0.3;C;;;JiP;2014;http://var2.astro.cz/czev.php?id=617
618;USNO-B1.0 0609-0268375;;11 48 52.787;-29 00 48.19;Hya;EW;;14.893;0.683;0.35;V;2456828.5691;0.2564;MM, JJ, KH;2014;http://var2.astro.cz/czev.php?id=618
619;USNO-B1.0 0608-0268629;;11 48 39.326;-29 07 10.63;Hya;EW;;15.738;0.602;0.3;V;2456828.532;0.281;MM, JJ, KH;2014;http://var2.astro.cz/czev.php?id=619
620;UCAC4 520-146298;CzeV620;23 57 55.173;+13 55 40.97;Peg;EA;10.02;9.185;0.215;0.21;V;2451481.6;2.483284;MM;2014;http://var2.astro.cz/czev.php?id=620
621;UCAC4 619-005784;;02 06 40.726;+33 43 23.11;Tri;EA;;12.481;0.557;0.8;C;2455916.4606;0.5373;PC;2011;http://var2.astro.cz/czev.php?id=621
622;UCAC4 535-128761;VESPA_V47;20 24 44.505;+16 48 59.50;Del;EW;;12.817;0.378;;;;;MaZ;2014;http://var2.astro.cz/czev.php?id=622
623;UCAC4 629-006533;;02 07 24.795;+35 40 01.55;And;EW;12.17;11.016;0.307;;;2454333.578;0.466395;FW;2014;http://var2.astro.cz/czev.php?id=623
624;USNO-B1.0 1236-0032423;CSS_J020435.4+333559;02 04 35.437;+33 36 00.52;Tri;DSCT;;16.098;0.677;0.2;C;2455916.38;0.1399;PC;2014;http://var2.astro.cz/czev.php?id=624
625;USNO-B1.0 1236-0033497;;02 08 07.184;+33 39 52.12;Tri;EA;;14.869;0.856;0.3;C;2456930.492;0.8945;PC;2014;http://var2.astro.cz/czev.php?id=625
626;UCAC4 511-105182;;19 35 55.406;+12 08 25.33;Aql;EA;13.2;12.111;0.302;0.3;V;2451380.99;1.651042;MM, JJ, KH;2014;http://var2.astro.cz/czev.php?id=626
627;UCAC4 638-098298;;20 50 08.464;+37 31 42.01;Cyg;DSCT;9.69;8.985;0.156;0.05;V;;0.09;BH;2014;http://var2.astro.cz/czev.php?id=627
628;UCAC4 778-019076;;05 20 29.861;+65 35 04.87;Cam;EW;14.62;13.088;0.458;0.49;V;2456919.5402;0.37729;FB;2014;http://var2.astro.cz/czev.php?id=628
629;UCAC4 780-015651;;05 17 17.993;+65 49 36.08;Cam;EW;14.79;13.443;0.562;0.56;V;2456919.4296;0.273446;FB;2014;http://var2.astro.cz/czev.php?id=629
630;USNO-B1.0 1555-0104033;;05 18 37.652;+65 30 31.26;Cam;EW;;15.138;0.211;0.33;V;;;FB;2014;http://var2.astro.cz/czev.php?id=630
631;UCAC4 621-006270;;02 08 54.434;+34 08 37.00;Tri;EA;16.13;12.834;0.861;0.2;C;;;PC;2014;http://var2.astro.cz/czev.php?id=631
632;UCAC4 622-005933;;02 05 34.608;+34 18 36.01;Tri;EA;12.75;11.436;0.395;0.2;C;2454382.4256;2.37666;PC;2014;http://var2.astro.cz/czev.php?id=632
633;UCAC4 621-006204;;02 07 33.284;+34 07 24.04;Tri;EW;12.91;11.233;0.533;0.02;C;2456985.3747;0.302411;PC;2014;http://var2.astro.cz/czev.php?id=633
634;UCAC4 770-041350;;15 33 39.858;+63 56 00.59;Dra;EA;14.98;11.769;0.88;;;;;JaJ;2015;http://var2.astro.cz/czev.php?id=634
635;UCAC4 369-014664;CzeV635;06 30 55.358;-16 17 02.44;CMa;EA;9.38;7.905;0.171;0.07;V;2457046.765;2.776755;MM, JJ, KH;2015;http://var2.astro.cz/czev.php?id=635
636;UCAC4 609-022590;;05 44 39.877;+31 36 55.90;Tri;EW;;14.227;0.491;0.3;C;2457036.2425;0.3141;PC;2015;http://var2.astro.cz/czev.php?id=636
637;UCAC4 604-024027;;05 44 42.060;+30 43 07.97;Aur;EW;;14.362;0.531;0.3;C;2457036.8331;0.82616;PC;2015;http://var2.astro.cz/czev.php?id=637
638;UCAC4 603-025481;;05 46 36.774;+30 33 49.96;Aur;ELL;;14.534;0.638;0.2;C;2457036.402;0.192637;PC;2015;http://var2.astro.cz/czev.php?id=638
639;USNO-B1.0 1210-0100636;;05 46 38.890;+31 02 11.13;Tri;EW;;14.896;0.644;0.5;C;2457036.318;0.284428;PC;2015;http://var2.astro.cz/czev.php?id=639
640;UCAC4 604-024779;;05 48 19.137;+30 38 47.00;Aur;;13.38;12.289;0.295;0.09;C;2456713.4808;0.614175;PC;2015;http://var2.astro.cz/czev.php?id=640
641;UCAC4 512-075274;;18 29 49.036;+12 21 20.37;Her;EA;;13.652;0.509;0.8;C;2456519.4469;4.88315;PC;2014;http://var2.astro.cz/czev.php?id=641
642;USNO-B1.0 1214-0103086;;05 46 45.181;+31 24 55.34;Aur;EW;;15.629;0.646;0.2;C;2457071.38;0.5994;PC;2015;http://var2.astro.cz/czev.php?id=642
643;USNO-B1.0 1214-0103243;;05 46 59.361;+31 29 58.96;Aur;EW;;15.252;0.529;0.3;C;2456712.7816;0.213365;PC;2015;http://var2.astro.cz/czev.php?id=643
644;UCAC4 608-024593;;05 47 12.302;+31 27 17.39;Aur;DSCT;14.94;13.316;0.345;0.05;C;2456684.4373;0.071578;PC;2015;http://var2.astro.cz/czev.php?id=644
645;USNO-B1.0 1212-0100443;;05 47 36.865;+31 15 27.19;Aur;EB;;15.46;0.598;0.4;C;2457036.2995;0.477544;PC;2015;http://var2.astro.cz/czev.php?id=645
646;USNO-B1.0 1208-0101118;;05 47 49.465;+30 49 11.78;Aur;EW;;14.998;0.692;0.45;C;2456712.349;0.350465;PC;2015;http://var2.astro.cz/czev.php?id=646
647;USNO-B1.0 1204-0101175;;05 45 56.977;+30 29 20.01;Aur;EW;;15.198;0.574;0.3;C;2456712.9173;0.286579;PC;2015;http://var2.astro.cz/czev.php?id=647
648;UCAC4 781-038272;;21 48 08.566;+66 03 53.32;Cep;RRAB;16.89;14.352;0.491;1.2;Rc;2455106.7744;0.356447;JaJ;2011;http://var2.astro.cz/czev.php?id=648
649;USNO-B1.0 1559-0219682;;21 47 25.567;+65 59 38.47;Cep;DSCT;;15.582;0.596;0.25;Rc;2455109.5307;0.071385;JaJ;2011;http://var2.astro.cz/czev.php?id=649
650;UCAC4 780-039810;;21 46 23.972;+65 59 43.77;Cep;EB;16.35;14.55;0.627;0.1;Rc;2455792.0513;0.350361;JaJ;2011;http://var2.astro.cz/czev.php?id=650
651;USNO-B1.0 1560-0216362;;21 48 56.070;+66 01 05.03;Cep;EW;;15.702;0.513;0.3;Rc;2456247.8133;0.616154;JaJ;2012;http://var2.astro.cz/czev.php?id=651
652;USNO-B1.0 1559-0220059;;21 48 18.671;+65 57 34.62;Cep;EA;;15.825;0.632;0.75;Rc;2455517.8805;0.908348;JaJ;2012;http://var2.astro.cz/czev.php?id=652
653;USNO-B1.0 1556-0223822;;21 44 38.203;+65 38 59.95;Cep;EW;;15.866;0.74;0.55;Rc;2455518.1082;0.320503;JaJ;2011;http://var2.astro.cz/czev.php?id=653
654;UCAC4 779-040018;;21 43 43.695;+65 47 44.07;Cep;EW;15.93;14.001;0.513;0.2;Rc;2456056.7043;0.372589;JaJ;2011;http://var2.astro.cz/czev.php?id=654
655;UCAC4 801-014436;;05 31 18.153;+70 05 13.95;Cam;DSCT;11.44;10.742;0.221;0.06;V;2457079.4798;0.0656;MM, JJ, KH;2015;http://var2.astro.cz/czev.php?id=655
656;UCAC4 529-032469;;06 47 37.297;+15 44 49.59;Gem;EA;13.6;12.962;0.22;;;2457781.382;1.722519;LS;2015;http://var2.astro.cz/czev.php?id=656
657;UCAC4 608-023786;;05 44 09.660;+31 35 08.15;Aur;DSCT;;13.964;0.513;;;2456713.59;0.74113;PC;2015;http://var2.astro.cz/czev.php?id=657
658;UCAC4 605-024568;;05 45 55.309;+30 55 14.53;Aur;EA;;12.919;0.761;;;2457067.28;5.882051;PC;2015;http://var2.astro.cz/czev.php?id=658
659;UCAC4 607-023145;;05 46 04.932;+31 20 22.88;Aur;EA;11.83;11.028;0.188;;;;;PC;2015;http://var2.astro.cz/czev.php?id=659
660;UCAC4 605-024803;;05 46 56.239;+30 48 15.40;Aur;EA;15.18;13.189;0.513;;;2457079.7037;2.566155;PC;2015;http://var2.astro.cz/czev.php?id=660
661;UCAC4 607-023806;;05 48 34.775;+31 19 10.09;Aur;EA;16.21;14.211;0.526;;;2457074.38;9.997461;PC;2015;http://var2.astro.cz/czev.php?id=661
662;UCAC4 731-025284;CzeV662;02 36 48.615;+56 04 11.92;Per;EA;12.97;12.053;0.122;0.65;C;2454417.9408;2.894365;MM, MJ;2014;http://var2.astro.cz/czev.php?id=662
663;UCAC4 847-011214;;13 48 23.818;+79 19 16.50;Cam;EW;;15.087;0.138;;;;;FB;2015;http://var2.astro.cz/czev.php?id=663
664;UCAC4 530-069219;;17 54 23.333;+15 57 07.35;Her;RR:;15.09;13.88;0.215;0.45;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=664
665;UCAC4 693-036452;;05 17 17.040;+48 34 56.60;Aur;;;15.058;0.778;0.6;Rc;;;HK;2014;http://var2.astro.cz/czev.php?id=665
666;UCAC4 808-026637;;18 55 51.079;+71 30 06.58;Dra;;15.56;14.09;0.396;0.65;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=666
667;UCAC4 619-036173;2MASS J06444469+3339278;06 44 44.693;+33 39 27.88;Gem;EW:;15.5;14.182;0.462;;;;;HK;2013;http://var2.astro.cz/czev.php?id=667
668;UCAC4 590-099815;;19 46 46.211;+27 58 50.10;Vul;;;14.554;0.265;0.25;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=668
669;UCAC4 757-073104;;23 07 13.670;+61 14 23.01;Cep;;15.67;12.991;0.704;0.35;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=669
670;UCAC4 772-061821;;23 38 32.482;+64 16 20.14;Cep;;14.93;12.942;0.5;0.15;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=670
671;UCAC4 772-061777;;23 36 53.279;+64 19 34.09;Cep;EW:;15.87;13.391;0.695;0.3;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=671
672;UCAC4 772-061769;;23 36 40.629;+64 22 56.29;Cep;EW:;14.61;11.754;0.655;0.1;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=672
673;UCAC4 718-013008;;01 31 49.493;+53 26 44.80;Per;EA:;14.31;12.68;0.55;1.8;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=673
674;UCAC4 717-012343;;01 30 04.699;+53 21 38.39;Per;;;14.447;0.512;0.4;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=674
675;UCAC4 718-012773;;01 29 57.533;+53 26 58.94;Per;;15.78;13.762;0.6;0.25;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=675
676;UCAC4 727-086056;USNO-B1.0 1452-0401705;22 25 49.757;+55 13 06.45;Lac;EA:;12.71;11.966;0.284;0.45;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=676
677;UCAC4 726-088390;;22 26 05.503;+55 08 23.52;Lac;EA:;13.23;11.872;0.36;0.3;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=677
678;UCAC4 727-085611;;22 24 35.984;+55 15 51.93;Lac;;;14.671;0.375;0.5;Rc;;;HK;2013;http://var2.astro.cz/czev.php?id=678
679;UCAC4 725-061039;;19 18 12.310;+54 50 02.12;Cyg;EW;14.08;13.142;0.485;0.3;C;2457154.5317;0.345444;PaS;2015;http://var2.astro.cz/czev.php?id=679
680;UCAC4 378-014306;;06 26 17.690;-14 30 28.70;CMa;DSCT;9.39;8.484;0.187;0.02;V;2451868.9638;0.083704;MM, JJ, KH;2015;http://var2.astro.cz/czev.php?id=680
681;UCAC4 623-107807;CzeV681;20 52 01.831;+34 29 53.84;Cyg;HADS;10.51;9.852;0.137;0.15;C;2454274.93;0.072616;MM;2015;http://var2.astro.cz/czev.php?id=681
682;UCAC4 718-105787;;22 54 41.336;+53 29 12.15;Lac;;12.6;11.275;0.362;;;;;AJ;2015;http://var2.astro.cz/czev.php?id=682
683;UCAC4 843-006514;;05 01 05.389;+78 31 12.60;Cam;;14.43;13.028;0.503;;;;;AJ;2012;http://var2.astro.cz/czev.php?id=683
684;UCAC4 734-027244;SERIV 12;02 42 27.258;+56 41 22.47;Lac;;11.18;10.16;0.159;;;;;AJ;2015;http://var2.astro.cz/czev.php?id=684
685;UCAC4 718-105942;;22 55 17.553;+53 30 04.75;Per;EB;;14.269;0.574;0.1;V;2454420.1689;0.506252;MM, MJ;2014;http://var2.astro.cz/czev.php?id=685
686;UCAC4 734-027773;;02 47 14.939;+56 45 36.80;Per;HADS;12.62;10.649;0.423;0.15;C;2454388.1138;0.15493;MM, MJ;2014;http://var2.astro.cz/czev.php?id=686
687;UCAC4 743-024167;;02 29 23.682;+58 26 03.62;Per;EA;;12.459;0.777;0.21;C;2454422.077;3.064787;MM, MJ;2014;http://var2.astro.cz/czev.php?id=687
688;UCAC4 732-026712;;02 47 20.119;+56 15 05.63;Per;EA;13.14;11.184;0.325;0.3;C;2454375.7653;3.46775;MM, MJ;2014;http://var2.astro.cz/czev.php?id=688
689;UCAC4 738-029920;;03 05 03.736;+57 30 46.89;Cas;EW;13.57;11.564;0.47;0.07;C;2454418.0022;0.436586;MM, MJ;2014;http://var2.astro.cz/czev.php?id=689
690;UCAC4 717-104071;;22 55 30.423;+53 22 02.81;Lac;EW;15.55;14.062;0.375;0.589;V;2457220.4411;0.391099;AG;2015;http://var2.astro.cz/czev.php?id=690
691;UCAC4 747-023221;;02 36 24.482;+59 21 34.62;Cas;EW;13.73;11.526;0.496;0.25;C;2454411.8275;0.822707;MM, MJ;2014;http://var2.astro.cz/czev.php?id=691
692;UCAC4 734-025468;;02 30 09.358;+56 38 49.61;Per;EW;14.02;12.945;0.32;0.2;C;2454418.3808;0.552792;MM, MJ;2014;http://var2.astro.cz/czev.php?id=692
693;UCAC4 727-022606;;02 31 23.891;+55 13 12.38;Per;EW;14.04;12.429;0.43;0.18;C;2454669.0512;0.385208;MM, MJ;2014;http://var2.astro.cz/czev.php?id=693
694;UCAC4 743-026050;;02 43 50.861;+58 26 00.41;Cas;RRC;14.21;11.916;0.518;0.2;C;2454418.6248;0.33188;MM, MJ;2014;http://var2.astro.cz/czev.php?id=694
695;UCAC4 727-023920;;02 39 58.753;+55 15 46.43;Per;EW;14.22;12.38;0.669;0.17;C;2454418.9043;0.269058;MM, MJ;2014;http://var2.astro.cz/czev.php?id=695
696;UCAC4 723-025086;;02 33 45.746;+54 34 26.09;Per;EW;13.86;11.813;0.58;0.15;C;2454394.661;0.28222;MM, MJ;2014;http://var2.astro.cz/czev.php?id=696
697;UCAC4 734-026183;;02 34 14.437;+56 36 25.85;Per;EA;13.38;11.632;0.433;0.25;C;2453205.92;4.415011;MM, MJ;2014;http://var2.astro.cz/czev.php?id=697
698;UCAC4 743-024357;;02 30 44.940;+58 25 47.32;Per;EB;10.93;9.9;0.19;0.1;C;2453225.1188;0.874126;MM, MJ;2014;http://var2.astro.cz/czev.php?id=698
699;UCAC4 724-025843;;02 40 40.422;+54 40 31.14;Per;EB;13.15;11.984;0.225;0.43;C;2454355.331;1.627537;MM, MJ;2014;http://var2.astro.cz/czev.php?id=699
700;UCAC4 512-075713;;18 31 24.024;+12 23 25.78;Her;EA;;11.387;0.734;0.25;C;2457238.4109;0.498392;PC;2014;http://var2.astro.cz/czev.php?id=700
701;UCAC4 722-025572;;02 40 23.897;+54 14 34.92;Per;EA;10.83;9.428;0.337;0.21;C;;;MM, MJ;2014;http://var2.astro.cz/czev.php?id=701
702;UCAC4 635-003412;;01 01 51.146;+36 57 00.22;And;EA;11.68;11.187;0.194;0.2;C;2453168.9102;1.179663;MM, MJ;2014;http://var2.astro.cz/czev.php?id=702
703;UCAC4 633-003468;;01 00 25.532;+36 32 05.37;And;EA;10.84;10.087;0.166;0.07;C;2453225.5547;2.162295;MM, MJ;2014;http://var2.astro.cz/czev.php?id=703
704;UCAC4 638-003015;;00 50 53.028;+37 35 37.70;And;EW;12.73;11.519;0.313;0.16;C;2453167.9411;0.46799;MM, MJ;2014;http://var2.astro.cz/czev.php?id=704
705;UCAC4 730-024236;;02 34 26.541;+55 50 36.38;Per;DSCT;10.76;9.618;0.333;0.04;C;2454332.7715;0.088506;MM, MJ;2014;http://var2.astro.cz/czev.php?id=705
706;UCAC4 727-022153;;02 28 51.951;+55 19 27.70;Per;EW;13.79;12.32;0.397;0.17;C;2453196.2324;0.426203;MM, MJ;2014;http://var2.astro.cz/czev.php?id=706
707;UCAC4 521-131413;CzeV707;20 32 21.364;+14 02 04.88;Del;EW;11.4;10.452;0.206;0.22;V;2457245.8;0.461385;MM;2015;http://var2.astro.cz/czev.php?id=707
708;CzeV 54;;;;;;;;;;;;;LS;2015;http://var2.astro.cz/czev.php?id=708
709;UCAC4 718-108144;;23 04 16.383;+53 29 44.78;Cas;HADS;11.93;10.742;0.254;0.17;C;2457240.426;0.133547;PP;2015;http://var2.astro.cz/czev.php?id=709
710;UCAC4 725-101725;;23 09 27.869;+54 51 23.27;Cas;EW;11.61;10.007;0.401;0.14;C;2453903.093;0.367023;PP;2015;http://var2.astro.cz/czev.php?id=710
711;UCAC4 725-101699;NSVS 3476077;23 09 19.529;+54 57 57.18;Cas;EA;10.71;9.966;0.11;0.18;C;2453904.105;1.98062;PP;2015;http://var2.astro.cz/czev.php?id=711
712;UCAC4 563-102465;;20 01 10.077;+22 31 19.21;Vul;DSCT;12.78;11.562;0.259;;;;;FW;2014;http://var2.astro.cz/czev.php?id=712
713;UCAC4 562-102897;;20 01 16.154;+22 17 26.37;Vul;EA;14.39;12.983;0.422;0.3;C;;;FW;2015;http://var2.astro.cz/czev.php?id=713
714;UCAC4 772-057924;CzeV714;22 50 22.157;+64 12 06.94;Cep;EA;10.54;9.242;0.328;0.18;C;2451324.7463;3.79464;MM;2015;http://var2.astro.cz/czev.php?id=714
715;UCAC4 722-105015;;23 10 42.403;+54 14 33.30;Cas;EW;11.86;10.763;0.269;0.083;C;2453903.49;0.439876;PP;2015;http://var2.astro.cz/czev.php?id=715
716;USNO-B1.0 1027-0416235;;18 26 13.467;+12 47 32.63;Her;EA;;15.331;0.584;0.6;C;2457243.4849;0.75842;PC;2015;http://var2.astro.cz/czev.php?id=716
717;USNO-B1.0 1023-0402291;;18 26 59.990;+12 24 00.31;Her;RR;;15.605;0.641;;;2457240.9754;0.53888;PC;2015;http://var2.astro.cz/czev.php?id=717
718;USNO-B1.0 1028-0416118;;18 26 22.553;+12 48 08.76;Her;EW;;15.422;0.479;0.3;C;2457267.334;0.333914;PC;2015;http://var2.astro.cz/czev.php?id=718
719;UCAC4 512-074207;;18 26 28.525;+12 22 01.66;Her;HADS:;15.94;14.963;0.247;0.5;C;2457240.7073;0.370316;PC;2015;http://var2.astro.cz/czev.php?id=719
720;USNO-B1.0 1017-0364735;;18 26 30.553;+11 42 35.28;Oph;EW;;15.007;0.261;0.25;C;2457227.665;0.384872;PC;2015;http://var2.astro.cz/czev.php?id=720
721;USNO-B1.0 1029-0400263;;18 26 47.630;+12 58 13.61;Her;EW;;15.355;0.711;1;C;2457226.665;0.3385;PC;2015;http://var2.astro.cz/czev.php?id=721
722;UCAC4 516-077209;;18 27 54.383;+13 01 01.15;Her;RR;;15.016;0.481;1.3;C;2457227.5742;0.58275;PC;2015;http://var2.astro.cz/czev.php?id=722
723;UCAC4 509-078342;;18 28 08.124;+11 37 06.03;Oph;RR;;14.968;0.259;;;2457227.2;0.336058;PC;2015;http://var2.astro.cz/czev.php?id=723
724;UCAC4 516-077331;;18 28 12.904;+13 05 02.72;Her;EW;15.21;13.869;0.415;0.45;C;2457227.35;0.435206;PC;2015;http://var2.astro.cz/czev.php?id=724
725;UCAC4 515-076989;;18 29 00.307;+12 52 51.05;Her;EW;;15.083;0.513;0.5;C;2457243.46;0.358768;PC;2015;http://var2.astro.cz/czev.php?id=725
726;USNO-B1.0 1026-0405807;;18 29 02.550;+12 39 45.18;Her;HADS;;15.998;1.033;0.5;C;2547226.451;0.050122;PC;2015;http://var2.astro.cz/czev.php?id=726
727;UCAC4 515-077089;;18 29 18.524;+12 59 05.99;Her;EA;;13.122;0.168;0.41;C;2477227.96;1.573557;PC;2015;http://var2.astro.cz/czev.php?id=727
728;USNO-B1.0 1024-0405196;;18 29 27.929;+12 25 00.29;Her;EW;;15.369;0.664;0.5;C;2457226.487;0.296868;PC;2015;http://var2.astro.cz/czev.php?id=728
729;USNO-B1.0 1030-0379571;;18 29 28.923;+13 02 55.14;Her;EW;;15.326;0.212;0.3;C;2457227.2595;0.418218;PC;2015;http://var2.astro.cz/czev.php?id=729
730;UCAC4 509-078954;;18 29 37.968;+11 37 06.49;Oph;DSCT;13.74;12.816;0.208;0.15;C;2457227.251;0.038437;PC;2015;http://var2.astro.cz/czev.php?id=730
731;USNO-B1.0 1030-0379919;;18 29 42.346;+13 01 30.39;Her;RRAB;;16.012;0.717;1.2;C;2457267.4;0.4769;PC;2015;http://var2.astro.cz/czev.php?id=731
732;UCAC4 510-080548;;18 29 45.121;+11 49 24.10;Oph;EA;;14.428;0.65;0.3;C;2456522.46;1.360243;PC;2015;http://var2.astro.cz/czev.php?id=732
733;UCAC4 509-079013;;18 29 45.665;+11 38 08.08;Oph;EW;14.25;13.181;0.319;0.3;C;2457227.4804;0.308713;PC;2015;http://var2.astro.cz/czev.php?id=733
734;UCAC4 510-080678;;18 30 07.823;+11 59 49.88;Her;DSCT;12.83;11.503;0.276;0.03;C;2457239.6411;0.101301;PC;2015;http://var2.astro.cz/czev.php?id=734
735;USNO-B1.0 1016-0351401;2MASS J18303906+1138157;18 30 39.069;+11 38 15.74;Oph;EW;;15.779;0.661;0.7;C;2457226.827;0.349425;PC;2015;http://var2.astro.cz/czev.php?id=735
736;USNO-B1.0 1027-0422387;;18 30 42.635;+12 46 46.16;Her;EW;;14.96;0.525;0.3;C;2457226.692;0.33957;PC;2015;http://var2.astro.cz/czev.php?id=736
737;UCAC4 509-079392;;18 30 49.624;+11 39 50.57;Oph;EW;;13.986;0.47;0.55;C;2457239.6311;0.434365;PC;2015;http://var2.astro.cz/czev.php?id=737
738;USNO-B1.0 1017-0371489;;18 31 11.940;+11 46 23.42;Oph;EW;;15.193;0.46;0.8;C;2457240.1131;0.404109;PC;2015;http://var2.astro.cz/czev.php?id=738
739;UCAC4 511-077690;;18 31 16.650;+12 02 11.36;Oph;RR:;;14.155;0.729;0.4;C;;;PC;2015;http://var2.astro.cz/czev.php?id=739
740;UCAC4 514-077400;;18 31 25.294;+12 36 49.70;Her;EW:;;14.571;0.659;0.3;C;2457227.4;0.558682;PC;2015;http://var2.astro.cz/czev.php?id=740
741;USNO-B1.0 1027-0423449;;18 31 25.377;+12 47 33.05;Her;EW;;15.308;0.662;0.6;C;2457226.9158;0.301679;PC;2015;http://var2.astro.cz/czev.php?id=741
742;UCAC4 514-077410;;18 31 29.036;+12 43 09.08;Her;EW;16.13;14.636;0.355;0.35;C;2457227.0109;0.63799;PC;2015;http://var2.astro.cz/czev.php?id=742
743;UCAC4 513-079045;;18 31 36.523;+12 31 47.89;Her;EW;;13.638;0.37;0.3;C;2457238.4213;0.648056;PC;2015;http://var2.astro.cz/czev.php?id=743
744;UCAC4 513-079069;;18 31 41.574;+12 27 54.73;Her;RR;;14.199;0.441;0.55;C;2457240.1357;0.30953;PC;2015;http://var2.astro.cz/czev.php?id=744
745;USNO-B1.0 1024-0408956;;18 31 51.987;+12 26 26.04;Her;EA;;15.835;0.432;0.8;C;;;PC;2015;http://var2.astro.cz/czev.php?id=745
746;UCAC4 512-075872;;18 31 54.408;+12 21 57.53;Her;EW;15.64;13.655;0.406;0.4;C;2457240.2163;0.416555;PC;2015;http://var2.astro.cz/czev.php?id=746
747;UCAC4 513-079147;;18 31 57.661;+12 25 50.93;Her;EW;16.6;15.096;0.421;0.4;C;2457227.5981;0.528219;PC;2015;http://var2.astro.cz/czev.php?id=747
748;USNO-B1.0 1026-0410168;;18 31 57.718;+12 37 48.78;Her;EW;;15.474;0.029;0.3;C;2457227.949;0.575177;PC;2015;http://var2.astro.cz/czev.php?id=748
749;UCAC4 515-077832;;18 32 13.481;+12 56 14.44;Her;EW;15.81;14.312;0.375;0.35;C;2457243.68;0.569411;PC;2015;http://var2.astro.cz/czev.php?id=749
750;UCAC4 607-119579;;21 12 56.648;+31 22 21.64;Cyg;EW;14.83;13.277;0.371;0.52;C;2457256.398;0.366225;FW;2015;http://var2.astro.cz/czev.php?id=750
751;UCAC4 515-076457;;18 26 46.600;+12 54 36.19;Her;DSCT;12.34;11.474;0.159;0.05;C;2457239.56;0.055888;PC;2015;http://var2.astro.cz/czev.php?id=751
752;UCAC4 603-122213;CzeV752;20 55 37.498;+30 31 51.91;Cyg;EW;;13.061;0.402;0.37;V;2456906.401;0.36786;RFA;2015;http://var2.astro.cz/czev.php?id=752
753;UCAC4 704-063817;CzeV753;19 28 37.437;+50 39 52.91;Cyg;EW;14.64;13.732;0.322;0.33;V;2457256.3664;0.3871;RFA;2015;http://var2.astro.cz/czev.php?id=753
754;UCAC4 682-072237;V0995 Cyg;19 49 02.274;+46 13 41.13;Cyg;EW;15.49;14.269;0.197;0.34;Rc;2457264.408;0.531434;LS;2015;http://var2.astro.cz/czev.php?id=754
755;UCAC4 681-073781;;19 48 26.575;+46 05 22.68;Cyg;EA;14.83;13.827;0.235;1.02;V;2457265.5204;0.689513;LS;2015;http://var2.astro.cz/czev.php?id=755
756;UCAC4 684-117279;;22 18 15.003;+46 46 44.39;Lac;EW;13.61;12.859;0.238;0.1;V;;;FB;2015;http://var2.astro.cz/czev.php?id=756
757;UCAC4 684-116932;;22 17 01.940;+46 36 26.66;Lac;DSCT;14.16;13.35;0.235;-0.02;V;;;FB;2015;http://var2.astro.cz/czev.php?id=757
758;UCAC4 685-117429;;22 16 54.820;+46 50 11.75;Lac;EW;;13.127;0.318;0.28;V;;;FB;2015;http://var2.astro.cz/czev.php?id=758
759;UCAC4 684-116482;;22 15 21.124;+46 41 23.46;Lac;EW;14.98;13.35;0.538;0.09;V;;;FB;2015;http://var2.astro.cz/czev.php?id=759
760;UCAC4 684-116665;;22 16 07.387;+46 41 50.03;Lac;EW;;12.591;0.813;0.11;V;;;FB;2015;http://var2.astro.cz/czev.php?id=760
761;UCAC4 684-117244;;22 18 07.986;+46 45 09.14;Lac;EW;15.62;14.702;0.396;0.19;V;;;FB;2015;http://var2.astro.cz/czev.php?id=761
762;UCAC4 685-117587;;22 17 17.639;+46 56 19.37;Lac;EW;;14.935;0.478;0.32;V;;;FB;2015;http://var2.astro.cz/czev.php?id=762
763;USNO-B1.0 1365-0468206;;22 17 20.809;+46 33 48.57;Lac;EW;;15.628;0.158;0.32;V;;;FB;2015;http://var2.astro.cz/czev.php?id=763
